text|source|page|chunk_id
"terms. Consider, for example, the ADHD child that
cannot stop himself from giggling in the classroom.His age-typical mates may experience the sameemotion, but their self-regulation skills lead to acovert smile rather than an explosive giggle.
Figure 1 shows our conceptual model of emotional
processing impairments in relation to ADHD. We usetwo terms deﬁned by Barkley (Barkley, 2015) as an
organizing principle. EI is shown as fast-rising (i.e.,
rapid onset), with unusually high reactivity inemotionally evocative situations, which leads toquicker-than-typical emotional responses to provok-ing stimuli (e.g., Barkley, 2015). EI is abrupt andsituationally provoked, not spontaneous. DESR, incontrast, occurs after emotion generation. DESRleads to a slower than typical return of activated
emotions to baseline. Theoretically, EI and DESR
could be caused by deﬁcits in the biological networksregulating emotions and the cognitive-behavioralskills needed to cope with such emotions, but thepresumptive speciﬁc underlying mechanisms maybe distinct.
Our model also addresses the fairly well-estab-
lished dyssynchrony between subjective emotional
experience and observed behavior, which may have"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|2|478240508df4460baaf6cd28eb634456
"Our model also addresses the fairly well-estab-
lished dyssynchrony between subjective emotional
experience and observed behavior, which may have
particular signiﬁcance for ADHD. There is an under-standable tendency to attribute greater anger to theindividual who is more belligerent or pleasurable toone who laughs more loudly. At the same time, itseems inappropriate to say that the stoic, unexpres-sive mourner is necessarily less grief-stricken thanthe sobbing one. In fact, the covariation among the
response systems that jointly constitute emotions –
subjective/cognitive, behavioral, and physiological –
varies greatly across individuals. Findings of weakconcordance between response systems for several
emotional states has been demonstrated in adults
(Lanteigne, Flynn, Eastabrook, & Hollenstein, 2014;Mauss, Levenson, McCarter, Wilhelm, & Gross,2005; Mauss & Robinson, 2009), and similar resultsare seen for children and adolescents (Benoit, Allen,Austin, Waldron, & Ollendick, 2015; Smith,Hubbard, & Laurenceau, 2011).
Discordance between behavior and subjectively
experienced emotion suggests that unusually
intense behaviors in the form of rage outbursts,aggression, or other conspicuous upsets do notnecessarily signify a commensurate rise in felt emo-tion. In ADHD, more extreme forms of behavioralexpression may in part reﬂect the behavioral disin-hibition inherent to the disorder. EI can be viewed asa special instance of a broader construct of impulsive"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|2|d9207df48d094890b2baf07a55fe882e
"behavioral in which a stimulus sparks disinhibited
emotionally expressive behavior.
Each of the four infographics in Figure 1 show
the time course of emotional intensity after anemotionally activating stimulus. These infographicsseparate emotional intensity into subjective experi-ence (the red line) and behavior (the blue line).Trajectories reﬂect individual differences in pro-
cesses that (a) generate an emotional state, and (b)
regulate it after it emerges. Diagrams A through Dillustrate how they might produce both typical andcertain ADHD presentations that the next sectionsdescribe. These trajectories are presented as pro-totypes from which individuals will vary as onewould expect from the heterogeneous nature ofemotional symptoms in ADHD. Figure 1A presents
trajectories for the typical, non-ADHD person. The
generation of emotions in response to provokingstimuli is moderate and does not reach impairinglevels. Self-regulatory skills are sufﬁcient to bringemotions back to baseline quickly, and emotionaland behavioral trajectories are in synch with oneanother.
Figure 1B portrays an ADHD prototype with high
EI and high DESR. In this case, high EI leads to a"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|2|ec66bf431a034c048b777baabbc853ba
"Figure 1B portrays an ADHD prototype with high
EI and high DESR. In this case, high EI leads to a
fast rise time for the intensity of subjective statesand behavior that, prior to the activating stimulus,was unremarkable. It contrasts with Figure 1A’sdepiction of a typical age mate whose reactions tothe same stimulus are developmentally appropri-ate: less extreme, slower to gather steam, andoverall better regulated. For high EI and high
DESR patients, we hypothesize that behavioral
responses are excessive for the level of emotionand rise more rapidly than emotional responsesduring episodes of EI. We hypothesize that theFigure 1B prototype would be associated with pre-dominantly hyperactive-impulsive and combined-type ADHD presentations.
©2018 Association for Child and Adolescent Mental Health.Emotional dysregulation in ADHD 3"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|2|8e26cb7b6c12495686c35dfa17e662b4
"Figure 1 Deﬁcient Emotional Processing in ADHD. For all Panels, the horizontal line is the threshold for maladaptive emotional
experiences. Each graph exhibits three phases: (1) baseline and generation of emotions, (2) peak levels of emotions, and (3) return ofemotions back to baseline. Panel A: Typical Reactivity. Phase 1: An activating event leads to an emotional phase in which both subjective
state (red line) and emotionally expressive behavior (blue line) change gradually during the rise phase. Phase 2: Behavior and affect
change in tandem. Phase 3: Emotional self-regulation skills return subjective emotionality and expressive behaviors to baseline. Panel B:ADHD Prototype 1 –High Emotional Impulsivity and Deﬁcient Self-Regulation. Phase 1: High emotional impulsivity causes emotion
generation at lower thresholds, shorter rise times, and intense emotional responses. Phase 2: Due to poor self-regulation skills the
intensity of behavioral expression is excessive for the level of emotional response. Phase 3: Poor self-regulation skills and high levels of
emotion generation lead to slower recovery times and prolonged episodes of behavioral disturbance. Panel C: ADHD Prototype 2 –No
Emotional Impulsivity and Deﬁcient Self-Regulation. Phase 1: Emotion generation is gradual but reaches high levels. Phase 2: With no
emotional impulsivity, behavioral indicators of negative emotion lag behind subjective experience. Phase 3: Poor self-regulation prolongs"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|3|7da1d573652f43bb9bf432754ed99983
"emotional impulsivity, behavioral indicators of negative emotion lag behind subjective experience. Phase 3: Poor self-regulation prolongs
emotions and their adverse impact. Counterproductive thoughts and behaviors such as rumination and avoidance sustain and intensifymaladaptive emotions. Panel D: ADHD Prototype 3 –High Emotional Impulsivity and Effective Self-Regulation (e.g., Emotional Lability).
Phase 1: High emotional impulsivity causes emotion generation at lower thresholds, shorter rise times and intense emotional responses.
Phase 2: There is a closer relationship between subjective emotional intensity and its behavioral expression. Effective self-regulation of
emotions shortens the peak. Phase 3: Emotional self-regulation skills return subjective emotionality and expressive behaviors to baselinebut high emotional impulsivity puts person at risk for another episode of extreme emotion
©2018 Association for Child and Adolescent Mental Health.4 Stephen V. Faraone et al."|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|3|43ac17d662a146e3a8370fb9606f3ac6
"Figure 1C shows the case for patients with no EI
combined with DESR. This pattern leads to a slowergeneration of emotions to an impairing level ofintensity from which recovery is difﬁcult. We hypoth-esize that the Figure 1C prototype would be associ-
ated with primarily inattentive ADHD presentations.
Figure 1D shows a prototype of EL in ADHD. We
use the term emotional lability to refer to rapidchanges in emotional states (Graziano & Garcia,2016; Hulvershorn et al., 2014; Posner et al., 2013;Skirrow & Asherson, 2013). In our model, EL occursbecause onset of emotions is quick and impairing(due to high EI), but return to baseline is quick (due
to sufﬁcient self-regulatory processes). We hypothe-
size that the Figure 1D prototype would be associ-ated with primarily hyperactive-impulsive andcombined-type ADHD presentations.
Other approaches to the emotion-regulatory
processes disrupted in ADHD
Different frameworks for the speciﬁc processes
involved in emotion regulation tend to converge ona list of impairments that resembles those found inADHD (D’Agostino, Covanti, Monti, & Starcevic,2017; Ebner-Priemer et al., 2015; Etkin et al.,2015; Lindquist et al., 2012; Thompson, 2011). Inbroad terms, inadequate self-control and weakbehavioral inhibition are frequently cited sources of
emotional dysregulation. One might therefore expect"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|4|484de84801824d94bcae6f27581da75e
"emotional dysregulation. One might therefore expect
that poorly controlled emotionally driven behaviorwould be another casualty of the wide-ranging self-regulatory deﬁcits to which ADHD patients are prone(Nigg & Casey, 2005; Sagvolden et al., 2005; Bark-ley, 2015). Such frameworks are consistent with ourconceptual model. Several more speciﬁc processesthat are prominent in the literature on emotion
regulation also warrant comment in relation to
ADHD.
Some deﬁnitions of emotion regulation emphasize
processes that are under effortful self-control (e.g.,Shaw et al., 2014). These are self-regulatory skillsrequired to regulate emotions and which areimpaired by DESR. Other deﬁnitions incorporateexplicit processes such as reappraisal, diverting
one’s attention or distracting oneself, and suppres-
sion of outward signs of reactivity (Gyurak, Gross,& Etkin, 2011; Phillips, Ladouceur, & Drevets,2008). These are metacognitive activities in whichpeople with ADHD show demonstrable impairments(i.e., DESR). Gyurak et al. (Gyurak et al., 2011)examined adults’ success at employing thesestrategies as a function of performance on mea-
sures of executive function. They found that verbal
ﬂuency was associated with explicit emotion regu-lation. Adults with ADHD seem to be impaired onthis task as well as on set-shifting, which is alsonecessary to exert cognitive control over emotionalstate (Marije Boonstra, Oosterlaan, Sergeant, &Buitelaar, 2005).Several models include self-monitoring as a regu-"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|4|fbee94ee38894601adfb051d9a6456ad
"latory function, which is fundamental because earlydetection of looming emotional upset is a prerequi-site to timely deployment of an effortful strategy.ADHD often involves deﬁcits in self-monitoring
skills, resulting in low awareness of, among other
things, performance errors and emergent affectivearousal (Olvet & Hajcak, 2008; Shiels & Hawk,2010). Our model views self-monitoring as a skillset that can be applied to either EI or DESR.
One’s valuation or appraisal of a stimulus relative
to a desired state (is it ‘good’ or ‘bad’ for me)inﬂuences emotion generation; afterward, valuation
of the emotional state itself inﬂuences motivation to
suppress or amplify it (Etkin, Egner, Peraza, Kandel,& Hirsch, 2006; Gyurak et al., 2011; Ochsner &Gross, 2014). From this standpoint, high EI signiﬁesthat a person overvalues what he or she wants toattain or maintain, so that the negative affectobserved is disproportionate to the context. Prob-lems with down-regulating negative emotions would
stem from a determination that the desired outcome
is so valuable that it is worth the ‘cost’ of highdistress plus the consequences of the behavior thatresults.
Reappraisal is an essential element of effectively
managing emotionally evocative situations. Adultstry to do this explicitly with young children by, forinstance, telling them they will get to do the preferred
activity later, that something else enjoyable is on the"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|4|fcb0fbe908714da8b19c6e22bf3acc1b
"activity later, that something else enjoyable is on the
horizon, that sharing is highly valued by others(implying a social payoff), and so on. The cognitiveﬂexibility and motivation to see alternate outcomesas beneﬁcial depends on self-regulatory skills thatare impaired by DESR among those with ADHD.Such deﬁcits include those shown for reversallearning, perspective taking, and working memory.
These deﬁcits suggest that ADHD lowers one’s
capacity to re-evaluate goals and behavior. Thosewith ADHD may also attach anomalous valuations tocertain events so that they amplify emotional upsets.
Other models view emotional symptoms in the
context of distress tolerance (i.e., the ability towithstand aversive emotional states) (Leyro, Zvolen-sky, & Bernstein, 2010). In our model, distress
tolerance is a trait that tempers EI to avoid excessive
emotion generation. This is consistent with onestudy showing that distress tolerance separates outfrom factors of emotion regulation (Van Eck, Warren,& Flory, 2017). In their review, Leyro et al. (2010),following Trafton and Gifford (2011) describe dis-tress tolerance as a process regulated by the rewardsystem. In this view, distress tolerance is a ‘propen-
sity to respond to immediate (negative) reinforcement"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|4|4d53672ab07a41af9ee04344089829a5
"sity to respond to immediate (negative) reinforcement
or reward, as opposed to pursuing alternative rein-forcers that may become accessible when immediatenegative reinforcement is inhibited or not pursued’.This is especially relevant to ADHD given its associ-ation with exaggerated delay discounting. It is pos-sible that patients with ADHD prefer the immediate
©2018 Association for Child and Adolescent Mental Health.Emotional dysregulation in ADHD 5"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|4|5cc7f85c1b1b476e94c9aa4d6fd7e0e3
"reward of a quick emotional response (e.g., relief of
distress) rather than the longer term rewards of self-regulation (e.g., not aggravating an already demand-ing situation).
Differentiating the emotional symptoms of
ADHD from the irritability of other disorders
The role of irritability in diagnosing disorders has
generated much debate. For a comprehensive reviewof this construct, see Brotman, Kircanski, andLeibenluft (2017). DSM-5 uses irritability as asymptom in several ways. Its mood criterion for a
manic episode can be met by a distinct period of
abnormal and persistent irritability if that periodlasts for 1 week, is present most of the day, nearlyevery day and co-occurs with abnormal and persis-tent goal-directed activity or energy. The irritabilityseen in bipolar disorder represents a time limitedepisode and a distinct break from the child’s usualmood. The mood criterion for a depressive episode
can be met by being irritable most of the day, nearly
every day for a 2-week period. When such episodesoccur in an ADHD patient, they are symptoms of amood disorder, not of ADHD. In contrast to the‘distinct periods’ that characterize mood disorders,the relatively brief episodes of EI and DESR weattribute to ADHD are not diagnostic of these otherdisorders even if irritability occurs.
The DSM-5 category of disruptive mood dysregu-"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|5|2a66266f7c884f4a815b08ab63fdce3e
"The DSM-5 category of disruptive mood dysregu-
lation disorder (DMDD) describes those who havefrequent ﬁts of rage and a persistently angry orirritable mood ‘most days, most of the time’ (Amer-ican Psychiatric Association, 2013). Although someADHD youth also have DMDD, the episodic ragesand persistent irritability of DMDD differ from theﬂashes of high emotional intensity followed by a
return to a euthymic ‘baseline’ that most children
with ADHD experience (e.g., Blader et al., 2016; Royet al., 2013).
The diagnosis of DMDD requires four mood
criteria: (A) severe, recurrent temper outbursts thatare out of proportion to the situation or provoca-tion; (B) the outbursts are inconsistent with devel-opmental level; (C) the outbursts occur three or
more times per week; and (D) the mood between
outbursts is persistently angry or irritable most ofthe day, nearly every day and is observable byothers. Although criteria A through C might beconfused with the dysregulation associated withADHD criterion D’s requirement for a persistentangry or irritable mood clearly demarcates ADHDfrom DMDD. In principle, there may be distinct
processes involved when a provocation quickly and"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|5|b9ccd713895b49e9944caa0ae1621b46
"processes involved when a provocation quickly and
profoundly alters one’s emotional state (as in EI)versus when it intensiﬁes an already negative mood(as in DMDD). In practice, distinguishing persistentnegative mood states that ‘smolder’ from those that‘ﬂare’ for briefer periods can be difﬁcult. DMDD’sweak reliability in ﬁeld trials may stem in part fromsuch uncertainties in parent reports (Regier et al.,
2013). The high comorbidity of DMDD with ADHDadds to this complexity.
In DSM-5, irritability is also diagnostic for oppo-
sitional deﬁant disorder (ODD) and is associated
with conduct problems, anxiety, autism spectrum
disorders, personality disorders, and intermittentexplosive disorder (Anastopoulos et al., 2011;Berkovitz, Eisenhower, & Blacher, 2017; Fettich,McCloskey, Look, & Coccaro, 2015; Sobanski et al.,2010). Table 1 describes clinical features that dis-criminate between emotional symptoms in ADHDand these potentially comorbid disorders. The cross-
disorder nature of irritability is seen in a study of 500
subjects with ADHD (Ambrosini, Bennett, & Elia,2013), which concluded that irritability in childrenwith ADHD increased the likelihood of comorbiditywith several disorders. Similarly, Mulraney et al.followed children with ADHD for 3 years, ﬁnding thatsigniﬁcantly more parent-reported irritability in theadolescents was predicted by earlier externalizing
problems (Mulraney, Zendarski, Mensah, Hiscock, &"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|5|12cf0472f8e84c1e81afb510b59cd230
"problems (Mulraney, Zendarski, Mensah, Hiscock, &
Sciberras, 2017). Persistent irritability was alsoassociated with increased severity of ADHD symp-toms and poorer functioning in multiple domains.
The above notwithstanding, it is important to note
that irritability in ADHD is not simply a conse-quence of mood disorder or another comorbidity.Geller et al. (2002) reported that 71.6% of subjects
with ADHD and no mood disorder displayed irri-
tability. Mick, Spencer, Wozniak, and Biederman(2005) found that 76% of ADHD subjects endorsedat least one irritability item from the ODD module ofthe Kiddie Schedule for Affective Disorders andSchizophrenia. However, greater severity of irritabil-ity, deﬁned as mad/cranky from the depressionmodule and super-angry/grouchy, cranky from the
mania module, was associated with a comorbid
mood disorder.
There exists evidence of a relationship between
anxiety disorders and irritability and between irri-tability and ADHD in clinical populations. Forexample, in a clinical study comparing AffectiveReactivity Index scores between groups of youthwith either no psychopathology, anxiety disorders,
bipolar disorder, or severe mood dysregulation,"|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|5|24bb1c9b23174c5098aa2cde82ff1789
"bipolar disorder, or severe mood dysregulation,
Stoddard et al. (2014) found a clear relationshipbetween irritability and anxiety disorders. However,the relationship between anxiety and irritability inADHD youths is presently unclear and remainsunderstudied. In a study investigating the geneticunderpinnings of irritability using polygenic riskscores (PRS) in three separate cohorts with irri-
tability data (one ADHD sample and two epidemi-
ological samples), associations were found betweenADHD PRS and early irritability traits. Associationswith anxiety and mood disorders were not found,suggesting that childhood irritability in the popu-lation is associated more with ADHD than anxietyand mood disorders (Riglin et al., 2017).
©2018 Association for Child and Adolescent Mental Health.6 Stephen V. Faraone et al."|data_input/adhd_2/Faraone 2018 Emotional Dysregulation.pdf|5|2d8a42dab1fa4773b8d1c4cdc50f62c8
